,Annual Revenue,ADR,Occupancy %,Guests,Status,Status Detail,Price,Price Change,Date Changed,Street Address,City,State,Zipcode,Beds,Baths,Sqft,Home Type,Units,Building Name,Zestimate,Rent Zestimate,Tax Assessed Value,HDP Price,Lot Area,Lot Area Unit,Broker Name,Days on Zillow,URL,Latitude,Longitude
762,75629,241,0.86,8,For Rent,House For Rent,4500,,,7048 Nansen St,Flushing,NY,11375,3,2.5,,Single Family,,,987900,4270,1002000,4500,,,Anna Pinto Realty,17.17,https://www.zillow.com/homedetails/7048-Nansen-St-Flushing-NY-11375/32003899_zpid/,40.711388,-73.85103
763,22715,183,0.34,4,For Rent,Apartment For Rent,3065,25,5/31/2024,99-45 66th Ave #3A,Rego Park,NY,11374,1,1,,Apartment,,,,2905,,3065,,,MNS,17.17,https://www.zillow.com/homedetails/99-45-66th-Ave-3A-Rego-Park-NY-11374/2059551251_zpid/,40.72892,-73.85331
764,21010,161,0.36,6,For Rent,Apartment For Rent,2795,,,43-06 210th St #3,Bayside,NY,11361,2,1,875,Apartment,,,,2500,,2795,,,"David Gmuca, LREB",17.17,https://www.zillow.com/homedetails/43-06-210th-St-3-Bayside-NY-11361/2078642825_zpid/,40.760242,-73.773636
765,,,,,For Rent,For Rent,,,,60-60 75th St # 3,Middle Village,NY,11379,,,,Unknown,,,,,,,,,,0,"https://www.zillow.com/b/60-60-75th-St-Middle-Village-NY/40.722883963099,-73.885448249236_ll/",,
766,,,,,For Rent,For Rent,,,,42-15 Parsons Blvd # 507,Flushing,NY,11355,,,,Unknown,,,,,,,,,,0,"https://www.zillow.com/b/42-15-Parsons-Blvd-Flushing-NY/40.75257,-73.8125475_ll/",,
767,36043,145,0.68,6,For Rent,Apartment For Rent,2900,,,15038 Union Tpke APT 8F,Flushing,NY,11367,2,2,,Apartment,,,525500,3407,103636,2900,,,Exit Realty First Choice,17.17,https://www.zillow.com/homedetails/15038-Union-Tpke-APT-8F-Flushing-NY-11367/32070059_zpid/,40.718506,-73.81097
768,31842,146,0.6,6,For Rent,Apartment For Rent,2650,,,61-23 224th St #B2,Oakland Gardens,NY,11364,2,1,,Apartment,,,,2450,,2650,,,Keller Williams NYC,17.17,https://www.zillow.com/homedetails/61-23-224th-St-B2-Oakland-Gardens-NY-11364/2058926885_zpid/,40.749153,-73.753105
769,48037,219,0.6,8,For Rent,Apartment For Rent,3250,-250,6/11/2024,71-32 Fresh Pond Rd #2,Ridgewood,NY,11385,3,1,,Apartment,,,,3099,,3250,,,Evergreen Realty & Investments,17.17,https://www.zillow.com/homedetails/71-32-Fresh-Pond-Rd-2-Ridgewood-NY-11385/350965055_zpid/,40.70097,-73.89479
770,26407,191,0.38,4,For Rent,Apartment For Rent,1950,61,3/14/2024,(undisclosed Address),Flushing,NY,11367,1,1,750,Apartment,,,,2092,,1950,,,,17.21,https://www.zillow.com/homedetails/Flushing-NY-11367/2080197791_zpid/,,
771,27009,111,0.67,4,For Rent,Apartment For Rent,2000,,,115 Th Ave #1,Ozone Park,NY,11416,1,1,,Apartment,,,,2134,,2000,,,Connexion Real Estate,17.21,https://www.zillow.com/homedetails/115-Th-Ave-1-Ozone-Park-NY-11416/349042598_zpid/,40.68458,-73.849625
772,39603,159,0.68,2,For Rent,Apartment For Rent,2250,,,42-54 Judge St #4C,Elmhurst,NY,11373,0,1,,Apartment,,,,1900,,2250,,,Bond New York,17.21,https://www.zillow.com/homedetails/42-54-Judge-St-4C-Elmhurst-NY-11373/349022817_zpid/,40.743774,-73.87954
773,63088,226,0.76,8,For Rent,House For Rent,5000,,,6442 83rd St,Flushing,NY,11379,3,2,,Single Family,,,1028100,3499,896000,5000,,,Russo Realty Properties,17.21,https://www.zillow.com/homedetails/6442-83rd-St-Flushing-NY-11379/31996589_zpid/,40.719738,-73.870895
774,26769,114,0.64,4,For Rent,Apartment For Rent,2399,,,61-04 183rd St #2H,Fresh Meadows,NY,11365,1,1,875,Apartment,,,,2250,,2399,,,Voro Purple LLC,17.25,https://www.zillow.com/homedetails/61-04-183rd-St-2H-Fresh-Meadows-NY-11365/351161279_zpid/,40.739212,-73.79108
775,72352,267,0.74,8,For Rent,Apartment For Rent,3200,-200,6/6/2024,(undisclosed Address),Ridgewood,NY,11385,3,2,1200,Apartment,,,,3262,,3200,,,I.J.G Realty,17.25,https://www.zillow.com/homedetails/Ridgewood-NY-11385/2060824923_zpid/,,
776,38584,153,0.69,4,For Rent,Apartment For Rent,2000,,,16417 Highland Ave #4C,Jamaica,NY,11432,1,1,900,Apartment,,,,2149,,2000,,,,17.29,https://www.zillow.com/homedetails/16417-Highland-Ave-4C-Jamaica-NY-11432/351157415_zpid/,40.71075,-73.79935
777,30510,117,0.71,4,For Rent,Apartment For Rent,2500,,,100-18 31st Ave #1,East Elmhurst,NY,11369,1,1,2279,Apartment,,,,2163,,2500,,,"Fave Realty, Inc.",17.29,https://www.zillow.com/homedetails/100-18-31st-Ave-1-East-Elmhurst-NY-11369/2052948240_zpid/,40.76093,-73.86843
778,29251,171,0.47,4,For Rent,Apartment For Rent,1300,,,(undisclosed Address),Saint Albans,NY,11412,1,1,,Apartment,,,,1800,,1300,,,,17.33,https://www.zillow.com/homedetails/Saint-Albans-NY-11412/351156121_zpid/,,
779,53650,315,0.47,8,For Rent,Apartment For Rent,3000,-100,6/15/2024,7204 160th St FLOOR 2,Fresh Meadows,NY,11365,3,2,1300,Apartment,,,,2999,,3000,,,N & H Realty Group,17.42,https://www.zillow.com/homedetails/7204-160th-St-FLOOR-2-Fresh-Meadows-NY-11365/2080671302_zpid/,40.727905,-73.80921
780,72693,276,0.72,8,For Rent,Apartment For Rent,2520,,,6101 Catalpa Ave #3R,Ridgewood,NY,11385,3,1,,Apartment,,,,3099,,2520,,,,17.54,https://www.zillow.com/homedetails/6101-Catalpa-Ave-3R-Ridgewood-NY-11385/351138965_zpid/,40.703968,-73.89568
781,65848,263,0.69,10,For Rent,Apartment For Rent,3500,,,95-16 98th St FLOOR 2-A,Ozone Park,NY,11416,4,2,1500,Apartment,,,,3800,,3500,,,RE/MAX Team,17.58,https://www.zillow.com/homedetails/95-16-98th-St-FLOOR-2-A-Ozone-Park-NY-11416/351527250_zpid/,40.687374,-73.844666
782,31842,146,0.6,6,For Rent,Apartment For Rent,2450,,,6123 224th St #2B,Oakland Gardens,NY,11364,2,1,900,Apartment,,,,2450,,2450,,,,17.96,https://www.zillow.com/homedetails/6123-224th-St-2B-Oakland-Gardens-NY-11364/351121264_zpid/,40.748657,-73.752815
783,49169,330,0.41,8,For Rent,Apartment For Rent,2850,,,6456 223rd Pl #2F,Oakland Gardens,NY,11364,3,2,1300,Apartment,,,,3800,,2850,,,,17.96,https://www.zillow.com/homedetails/6456-223rd-Pl-2F-Oakland-Gardens-NY-11364/351120870_zpid/,40.74711,-73.75418
784,60652,230,0.72,8,For Rent,Apartment For Rent,2850,,,22421 64th Ave #24A,Oakland Gardens,NY,11364,3,1,1250,Apartment,,,,2999,,2850,,,,17.96,https://www.zillow.com/homedetails/22421-64th-Ave-24A-Oakland-Gardens-NY-11364/351120714_zpid/,40.74843,-73.75181
785,31736,147,0.59,6,For Rent,Apartment For Rent,2450,,,223-62 65th Ave #4A,Oakland Gardens,NY,11364,2,1,1200,Apartment,,,,2695,,2450,,,,18,https://www.zillow.com/homedetails/223-62-65th-Ave-4A-Oakland-Gardens-NY-11364/351120248_zpid/,40.74697,-73.752335
786,35107,276,0.35,6,For Rent,House For Rent,3200,,,6113 Utopia Pkwy,Flushing,NY,11365,2,2,800,Single Family,,,,4472,492000,3200,,,,18,https://www.zillow.com/homedetails/6113-Utopia-Pkwy-Flushing-NY-11365/32077501_zpid/,40.738422,-73.79237
787,37498,162,0.63,4,For Rent,Apartment For Rent,2225,-125,5/16/2024,140-18 Burden Cres #1,Jamaica,NY,11435,1,1,750,Apartment,,,,1993,,2225,,,EAG Realty,18,https://www.zillow.com/homedetails/140-18-Burden-Cres-1-Jamaica-NY-11435/348040647_zpid/,40.710144,-73.81705
788,65725,262,0.69,8,For Rent,Apartment For Rent,2400,-200,5/28/2024,8730 95th St FLOOR 2,Woodhaven,NY,11421,3,1,,Apartment,,,,2962,,2400,,,Sovereign Realty of NY Inc.,18.04,https://www.zillow.com/homedetails/8730-95th-St-FLOOR-2-Woodhaven-NY-11421/345999778_zpid/,40.693302,-73.85033
789,36817,149,0.68,6,For Rent,House For Rent,2800,,,16420 107th Ave,Jamaica,NY,11433,2,1,1000,Single Family,,,773900,2540,923000,2800,,,,18.08,https://www.zillow.com/homedetails/16420-107th-Ave-Jamaica-NY-11433/32138825_zpid/,40.698574,-73.7908
790,91273,388,0.64,12,For Rent,Apartment For Rent,3600,,,11822 155th St #1,Jamaica,NY,11434,5,2.5,1000,Apartment,,,,4113,,3600,,,,18.08,https://www.zillow.com/homedetails/11822-155th-St-1-Jamaica-NY-11434/351114252_zpid/,40.68079,-73.7879
791,48865,198,0.68,6,For Rent,Apartment For Rent,3000,-200,6/10/2024,6434 Grand Central Pkwy APT 1A,Forest Hills,NY,11375,2,2,1000,Apartment,,,631300,3013,623188,3000,,,Remax City Square,18.08,https://www.zillow.com/homedetails/6434-Grand-Central-Pkwy-APT-1A-Forest-Hills-NY-11375/112517727_zpid/,40.7315,-73.84378
792,60095,318,0.52,8,For Rent,Apartment For Rent,3500,,,22-26 75th St #1,East Elmhurst,NY,11370,3,1,,Apartment,,,,2999,,3500,,,PRISTINE PROPERTY SOLUTIONS LLC,18.08,https://www.zillow.com/homedetails/22-26-75th-St-1-East-Elmhurst-NY-11370/2075600834_zpid/,40.767746,-73.89434
793,64010,273,0.64,8,For Rent,Apartment For Rent,2599,,,40-23 155th St #3A,Flushing,NY,11354,3,1.5,1200,Apartment,,,,2999,,2599,,,Keller Williams NYC,18.08,https://www.zillow.com/homedetails/40-23-155th-St-3A-Flushing-NY-11354/351111823_zpid/,40.76327,-73.81002
794,19693,110,0.49,2,For Rent,Apartment For Rent,2500,,,10109 97th Ave,Jamaica,NY,11416,0,1,650,Apartment,,,,1599,858000,2500,,,,18.12,https://www.zillow.com/homedetails/10109-97th-Ave-Jamaica-NY-11416/143562850_zpid/,40.68749,-73.84219
795,,,,,For Rent,For Rent,,,,16014 Hillside Ave # 1-2,Jamaica,NY,11432,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/16014-hillside-ave-jamaica-ny-97hkMM/,,
796,26407,191,0.38,4,For Rent,Apartment For Rent,2000,,,(undisclosed Address),Flushing,NY,11367,1,1,750,Apartment,,,,2129,,2000,,,The Realty Depot LLC,18.33,https://www.zillow.com/homedetails/Flushing-NY-11367/2078512578_zpid/,,
797,33286,125,0.73,4,For Rent,Apartment For Rent,2275,,,17505 Wexford Ter APT 2F,Jamaica,NY,11432,1,1,950,Apartment,,,,2184,,2275,,,The Realty Depot LLC,18.33,https://www.zillow.com/homedetails/17505-Wexford-Ter-APT-2F-Jamaica-NY-11432/2089742645_zpid/,40.71228,-73.78876
798,33253,124,0.73,4,For Rent,Apartment For Rent,2100,,,172-90 Highland Ave #3M,Jamaica,NY,11432,1,1,900,Apartment,,,,2194,,2100,,,The Realty Depot LLC,18.33,https://www.zillow.com/homedetails/172-90-Highland-Ave-3M-Jamaica-NY-11432/350966809_zpid/,40.7133,-73.78802
799,80000,269,0.81,8,For Rent,Apartment For Rent,3777,,,11558 194th St,Saint Albans,NY,11412,3,1,,Multi Family,,,1063300,2999,934000,3777,,,"LW Erskine Realty, LLC",18.33,https://www.zillow.com/homedetails/11558-194th-St-Saint-Albans-NY-11412/32160023_zpid/,40.694828,-73.75913
800,49757,343,0.4,8,For Rent,Apartment For Rent,3100,,,(undisclosed Address),Oakland Gardens,NY,11364,3,2,1100,Apartment,,,,2843,,3100,,,"KS HOMES NY, INC",18.38,https://www.zillow.com/homedetails/Oakland-Gardens-NY-11364/2053167575_zpid/,,
801,18605,112,0.46,4,For Rent,House For Rent,2100,-50,6/3/2024,96-02 101st Ave #1,Ozone Park,NY,11416,1,1,,Single Family,,,545300,2059,,2100,,,ONE STOP MULTISERVICE INC,18.42,https://www.zillow.com/homedetails/96-02-101st-Ave-1-Ozone-Park-NY-11416/351065017_zpid/,40.68429,-73.84462
802,39931,186,0.59,6,For Rent,Apartment For Rent,2500,,,11414 133rd St #1.2,South Ozone Park,NY,11420,2,2,,Apartment,,,,3200,,2500,,,Park Assets Real Estate Corp.,18.92,https://www.zillow.com/homedetails/11414-133rd-St-1-2-South-Ozone-Park-NY-11420/349605761_zpid/,40.68093,-73.80837
803,29792,154,0.53,8,For Rent,Apartment For Rent,2800,,,97-12 95th Ave FLOOR 2,Ozone Park,NY,11416,3,1,2700,Apartment,,,,2999,,2800,,,,19.04,https://www.zillow.com/homedetails/97-12-95th-Ave-FLOOR-2-Ozone-Park-NY-11416/2058412576_zpid/,40.68764,-73.84497
804,26637,174,0.42,6,For Rent,House For Rent,3000,,,11844 224th St,Jamaica,NY,11411,2,1,,Single Family,,,756300,2385,658000,3000,,,Keller Williams Realty Greater,19.17,https://www.zillow.com/homedetails/11844-224th-St-Jamaica-NY-11411/32196831_zpid/,40.69143,-73.73831
805,54056,345,0.43,10,For Rent,Apartment For Rent,4500,,,148-9 Northern Blvd #1,Flushing,NY,11354,4,2.5,1679,Apartment,,,,4323,,4500,,,Century Homes Realty Group LLC,19.38,https://www.zillow.com/homedetails/148-9-Northern-Blvd-1-Flushing-NY-11354/351044630_zpid/,40.76525,-73.81442
806,28509,139,0.56,8,For Rent,House For Rent,2900,,,(undisclosed Address),Flushing,NY,11365,3,1.5,,Single Family,,,1035500,2999,,2900,,,,19.38,https://www.zillow.com/homedetails/Flushing-NY-11365/89027538_zpid/,,
807,47870,254,0.52,8,For Rent,Apartment For Rent,3777,,,10825 Merrick Blvd,Jamaica,NY,11433,3,1,,Multi Family,,,914600,3028,473000,3777,,,MY HOME ADVISORS LLC,19.42,https://www.zillow.com/homedetails/10825-Merrick-Blvd-Jamaica-NY-11433/32140827_zpid/,40.698196,-73.7857
808,29941,200,0.41,8,For Rent,Apartment For Rent,3600,,,211-07 Murdock Ave #2,Queens Village,NY,11429,3,2,,Multi Family,,,974200,3200,,3600,,,VORO NEW YORK,19.46,https://www.zillow.com/homedetails/211-07-Murdock-Ave-2-Queens-Village-NY-11429/351027489_zpid/,40.702995,-73.7439
809,57138,220,0.71,6,For Rent,Apartment For Rent,3700,,,3510 Union St #6C,Flushing,NY,11354,2,1,1034,Apartment,,,,2857,,3700,,,Skyview Parc Sales LLC,19.92,https://www.zillow.com/homedetails/3510-Union-St-6C-Flushing-NY-11354/351024515_zpid/,40.76499,-73.82831
810,36463,139,0.72,4,For Rent,Apartment For Rent,2500,,,44-30 Douglaston Pkwy #7E,Little Neck,NY,11363,1,1,820,Apartment,,,,2500,,2500,,,Tri State Hanmi Realty,19.92,https://www.zillow.com/homedetails/44-30-Douglaston-Pkwy-7E-Little-Neck-NY-11363/349584109_zpid/,40.76583,-73.745125
811,32631,129,0.69,4,For Rent,Apartment For Rent,2400,,,78-09 Park Dr E #1,Flushing,NY,11367,1,1,650,Apartment,,,,2100,,2400,,,,20,https://www.zillow.com/homedetails/78-09-Park-Dr-E-1-Flushing-NY-11367/348598536_zpid/,40.72052,-73.82488
812,25207,131,0.53,6,For Rent,Apartment For Rent,2500,-45,6/15/2024,82-42 Kew Gardens Rd #4,Kew Gardens,NY,11415,2,1,950,Apartment,,,,2700,,2500,,,Voro Purple LLC,20.04,https://www.zillow.com/homedetails/82-42-Kew-Gardens-Rd-4-Kew-Gardens-NY-11415/347788959_zpid/,40.71127,-73.82883
813,21137,121,0.48,6,For Rent,Apartment For Rent,2950,-50,6/9/2024,47-21 Bell Blvd #3,Bayside,NY,11361,2,2,1250,Apartment,,,,3200,,2950,,,E Realty International Corp,20.21,https://www.zillow.com/homedetails/47-21-Bell-Blvd-3-Bayside-NY-11361/350773623_zpid/,40.75633,-73.76716
814,49563,197,0.69,6,For Rent,Apartment For Rent,3300,,,101-07 Northern Blvd #2A,Corona,NY,11368,2,1,,Apartment,,,,3052,,3300,,,Koriny NYC LLC,20.21,https://www.zillow.com/homedetails/101-07-Northern-Blvd-2A-Corona-NY-11368/350797549_zpid/,40.75774,-73.86717
815,67930,255,0.73,8,For Rent,Apartment For Rent,2750,-25,6/14/2024,143-56 Roosevelt Ave APT 4A,Flushing,NY,11354,3,1,1500,Apartment,,,,2749,,2750,,,Spire Group,20.21,https://www.zillow.com/homedetails/143-56-Roosevelt-Ave-APT-4A-Flushing-NY-11354/350768621_zpid/,40.761463,-73.82225
816,35813,151,0.65,4,For Rent,Apartment For Rent,2095,,,14148 84th Dr #6B,Jamaica,NY,11435,1,1,,Apartment,,,,1949,,2095,,,"Rani Dishi, LREB",20.21,https://www.zillow.com/homedetails/14148-84th-Dr-6B-Jamaica-NY-11435/350768619_zpid/,40.71055,-73.814995
817,31634,117,0.74,4,For Rent,Apartment For Rent,2550,,,190-11 Hillside Ave #301,Hollis,NY,11423,1,1,,Apartment,,,,2309,,2550,,,A&R Properties Group LLC,20.21,https://www.zillow.com/homedetails/190-11-Hillside-Ave-301-Hollis-NY-11423/2078150283_zpid/,40.716106,-73.771576
818,,,,,For Rent,For Rent,,,,94-25 57th Ave  # 3Q,Elmhurst,NY,11373,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/apartments/elmhurst-ny/57-elmhurst-llc/9jgb5j/,,
819,35108,138,0.7,4,For Rent,Apartment For Rent,2300,,,78-10 31st Ave #1,East Elmhurst,NY,11370,1,1,,Apartment,,,,2100,,2300,,,NY Space Finders Inc.,20.21,https://www.zillow.com/homedetails/78-10-31st-Ave-1-East-Elmhurst-NY-11370/350509990_zpid/,40.758713,-73.889336
820,,,,,For Rent,For Rent,,,,17802 Hillside Ave  Apt 621,Jamaica,NY,11432,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/17802-hillside-ave-jamaica-ny-97hmJv/,,
821,32824,150,0.6,4,For Rent,Apartment For Rent,2700,,,147-25 94th Ave #1610,Jamaica,NY,11435,1,1,,Apartment,,,,2700,,2700,,,Heller Organization,20.21,https://www.zillow.com/homedetails/147-25-94th-Ave-1610-Jamaica-NY-11435/2055210449_zpid/,40.69933,-73.80668
822,77412,357,0.59,10,For Rent,Apartment For Rent,5900,-100,6/10/2024,16414 81st Ave #A,Jamaica,NY,11432,4,2,1200,Apartment,,,,4245,,5900,,,,20.21,https://www.zillow.com/homedetails/16414-81st-Ave-A-Jamaica-NY-11432/351020779_zpid/,40.72039,-73.803566
823,34722,209,0.46,6,For Rent,Apartment For Rent,2550,,,86-29 Midland Pkwy #6,Jamaica,NY,11432,2,1,,Apartment,,,,2561,,2550,,,,20.25,https://www.zillow.com/homedetails/86-29-Midland-Pkwy-6-Jamaica-NY-11432/351009072_zpid/,40.71573,-73.78323
824,30815,119,0.71,2,For Rent,Apartment For Rent,1700,,,86-20 Avon St #2,Jamaica,NY,11432,0,1,,Apartment,,,,1700,,1700,,,,20.29,https://www.zillow.com/homedetails/86-20-Avon-St-2-Jamaica-NY-11432/350998494_zpid/,40.71564,-73.781944
825,43729,192,0.62,6,For Rent,Apartment For Rent,2500,,,44 Lincoln Ave,Brooklyn,NY,11208,2,1,,Apartment,,,,2544,,2500,,,,20.33,https://www.zillow.com/homedetails/44-Lincoln-Ave-Brooklyn-NY-11208/2107870769_zpid/,40.689278,-73.870895
826,31732,133,0.65,2,For Rent,Apartment For Rent,1750,,,166-26 Gothic Dr #3,Jamaica,NY,11432,0,1,,Apartment,,,,1800,,1750,,,,20.38,https://www.zillow.com/homedetails/166-26-Gothic-Dr-3-Jamaica-NY-11432/350978912_zpid/,40.71293,-73.797615
827,51622,309,0.46,8,For Rent,Apartment For Rent,2800,,,4305 201st St #2F,Bayside,NY,11361,3,2,1200,Apartment,,,,3099,,2800,,,Prime Realty,20.42,https://www.zillow.com/homedetails/4305-201st-St-2F-Bayside-NY-11361/350977527_zpid/,40.75792,-73.78238
828,28077,134,0.57,4,For Rent,Apartment For Rent,2300,,,16710 Crocheron Ave APT 2P,Flushing,NY,11358,1,1,,Apartment,,,,2149,6914000,2300,,,Keller Williams Realty Landmark,20.58,https://www.zillow.com/homedetails/16710-Crocheron-Ave-APT-2P-Flushing-NY-11358/245373625_zpid/,40.762592,-73.7985
829,101122,411,0.67,10,For Rent,House For Rent,5000,-200,6/11/2024,7520 184th St,Flushing,NY,11366,4,2,1320,Single Family,,,1103600,4411,1048000,5000,,,,20.92,https://www.zillow.com/homedetails/7520-184th-St-Flushing-NY-11366/32079586_zpid/,40.7297,-73.785835
830,,,,,For Rent,For Rent,,,,210-14 Hollis Ave # 2,Queens Village,NY,11429,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/210-14-hollis-ave-queens-village-ny-BV2WVC/,,
831,71555,280,0.7,8,For Rent,Townhouse For Rent,3000,,,70-08 68th Pl,Ridgewood,NY,11385,3,1,1100,Townhouse,,,1063300,4268,,3000,,,Keller Williams Landmark II,21.58,https://www.zillow.com/homedetails/70-08-68th-Pl-Ridgewood-NY-11385/2058865858_zpid/,40.70509,-73.88527
832,,,,,For Rent,For Rent,,,,138-25 Barclay Ave  # 601,Flushing,NY,11355,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/138-25-barclay-ave-flushing-ny-BTt6HX/,,
833,34535,141,0.67,6,For Rent,Townhouse For Rent,3000,,,240-27 69th Ave #1,Little Neck,NY,11362,2,2,,Townhouse,,,612000,,,3000,,,Prime Realty,22,https://www.zillow.com/homedetails/240-27-69th-Ave-1-Little-Neck-NY-11362/351640246_zpid/,40.750443,-73.737946
834,22182,120,0.51,4,For Rent,Apartment For Rent,2000,,,7837 Main St APT 1D,Kew Gardens Hills,NY,11367,1,1,675,Apartment,,,,1878,,2000,,,Winzone Realty Inc,22.12,https://www.zillow.com/homedetails/7837-Main-St-APT-1D-Kew-Gardens-Hills-NY-11367/2120897758_zpid/,40.719326,-73.81681
835,70496,267,0.72,8,For Rent,Apartment For Rent,3000,-600,5/24/2024,14203 Rose Ave #1,Flushing,NY,11355,3,1,,Apartment,,,,2700,,3000,,,Century Homes Realty Group LLC,22.17,https://www.zillow.com/homedetails/14203-Rose-Ave-1-Flushing-NY-11355/2103595380_zpid/,40.747433,-73.812325
836,49919,235,0.58,8,For Rent,House For Rent,2995,-105,6/12/2024,10844 Sutphin Blvd,Jamaica,NY,11435,3,1,,Single Family,,,753300,3428,1050000,2995,,,R NEW YORK,22.17,https://www.zillow.com/homedetails/10844-Sutphin-Blvd-Jamaica-NY-11435/32179922_zpid/,40.691944,-73.7985
837,59077,221,0.73,6,For Rent,Condo For Rent,4200,,,13835 39th Ave APT 13B,Flushing,NY,11354,2,2,,Condo,,,793300,3728,,4200,,,Douglas Elliman,22.33,https://www.zillow.com/homedetails/13835-39th-Ave-APT-13B-Flushing-NY-11354/2093406391_zpid/,40.76124,-73.82771
838,49625,295,0.46,8,For Rent,House For Rent,4500,,,8261 165th St,Jamaica,NY,11432,3,2,,Single Family,,,773500,3659,751000,4500,,,Winzone Realty Inc,22.58,https://www.zillow.com/homedetails/8261-165th-St-Jamaica-NY-11432/32077341_zpid/,40.71792,-73.80099
839,,,,,For Rent,For Rent,,,,14055 34th Ave Apt 1L,Flushing,NY,11354,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/14055-34th-ave-flushing-ny-5YG3NH/,,
840,25829,120,0.59,4,For Rent,Apartment For Rent,2350,,,19110 Station Rd,Flushing,NY,11358,1,1,,Apartment,,,,2199,,2350,,,LDM Real Estate,23.08,https://www.zillow.com/homedetails/19110-Station-Rd-Flushing-NY-11358/2106040071_zpid/,40.760868,-73.790504
841,26574,187,0.39,4,For Rent,Apartment For Rent,2000,-395,6/10/2024,58-33 Granger St #2,Corona,NY,11368,1,1,750,Apartment,,,,2269,,2000,,,EAG Realty,23.17,https://www.zillow.com/homedetails/58-33-Granger-St-2-Corona-NY-11368/349014655_zpid/,40.73891,-73.85633
842,32117,209,0.42,6,For Rent,Apartment For Rent,2800,-200,3/25/2024,9017 185th St #1,Hollis,NY,11423,2,1,850,Apartment,,,,2429,,2800,,,,23.17,https://www.zillow.com/homedetails/9017-185th-St-1-Hollis-NY-11423/344119530_zpid/,40.71151,-73.77526
843,61599,220,0.77,8,For Rent,Apartment For Rent,3200,,,89-31 114th St FLOOR 1,Richmond Hill,NY,11418,3,1.5,600,Apartment,,,,2893,,3200,,,Goldfield Realty Inc,23.33,https://www.zillow.com/homedetails/89-31-114th-St-FLOOR-1-Richmond-Hill-NY-11418/350765026_zpid/,40.695328,-73.8332
844,110450,789,0.38,14,For Rent,Apartment For Rent,5000,,,8276 167th St,Jamaica,NY,11432,6,5,,Apartment,,,1029100,4639,756000,5000,,,EXIT Realty First Choice,23.58,https://www.zillow.com/homedetails/8276-167th-St-Jamaica-NY-11432/32077391_zpid/,40.717762,-73.799515
845,35871,199,0.49,8,For Rent,Apartment For Rent,3750,,,4240 193rd St #40,Flushing,NY,11358,3,1.5,,Apartment,,,,3258,,3750,,,,23.75,https://www.zillow.com/homedetails/4240-193rd-St-40-Flushing-NY-11358/350607758_zpid/,40.75838,-73.78886
846,52606,367,0.39,8,For Rent,Apartment For Rent,3200,-100,6/4/2024,18507 69th Ave #2F,Fresh Meadows,NY,11365,3,2,,Apartment,,,,2988,,3200,,,Prospes Real Estate Corp,23.92,https://www.zillow.com/homedetails/18507-69th-Ave-2F-Fresh-Meadows-NY-11365/350573046_zpid/,40.734634,-73.786354
847,71555,280,0.7,8,For Rent,Apartment For Rent,3000,-100,5/24/2024,7008 68th Pl FLOOR 2,Ridgewood,NY,11385,3,1,1100,Apartment,,,,2900,,3000,,,Keller Williams Realty Landmark II,23.96,https://www.zillow.com/homedetails/7008-68th-Pl-FLOOR-2-Ridgewood-NY-11385/350566247_zpid/,40.705055,-73.8854
848,41592,250,0.46,8,For Rent,House For Rent,5000,,,9022 193rd St,Jamaica,NY,11423,3,3,,Single Family,,,1171400,5456,944000,5000,,,Voro LLC,24.12,https://www.zillow.com/homedetails/9022-193rd-St-Jamaica-NY-11423/32144406_zpid/,40.71366,-73.767746
849,40165,196,0.56,6,For Rent,Apartment For Rent,3500,,,148-37 88th Ave #8F,Jamaica,NY,11435,2,2,840,Apartment,,,,3095,,3500,,,The Heller Organization,24.25,https://www.zillow.com/apartments/jamaica-ny/archer-house/C5Ycq8/,40.705765,-73.80671
850,,,,,For Rent,For Rent,,,,91-61 193rd St # 1G,Hollis,NY,11423,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/91-61-193rd-st-hollis-ny-9gpCzg/,,
851,,,,,For Rent,For Rent,,,,8825 153rd St   Apt 3L,Jamaica,NY,11432,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/park-haven-place-queens-ny-5YCmRK/,,
852,,,,,For Rent,For Rent,,,,88-15 168th St # 5G,Jamaica,NY,11432,,,,Unknown,,,,,,,,,,0,"https://www.zillow.com/b/building/40.709084,-73.79405_ll/",,
853,56638,257,0.6,8,For Rent,Apartment For Rent,4350,,,213-49 39th Ave #1,Bayside,NY,11361,3,2.5,1200,Apartment,,,,3499,,4350,,,EXP Realty,24.33,https://www.zillow.com/homedetails/213-49-39th-Ave-1-Bayside-NY-11361/2080185408_zpid/,40.76562,-73.77109
854,51984,256,0.56,8,For Rent,House For Rent,2900,,,(undisclosed Address),Jamaica,NY,11433,3,2,,Single Family,,,809600,3229,,2900,,,Prime Realty,24.38,https://www.zillow.com/homedetails/Jamaica-NY-11433/32138319_zpid/,,
